tourist_id,guide_id,rating,is_poor_experience,norm_dot_product,language_match,budget_alignment,pace_alignment,predicted_rating,rating_source
T14190,G266,3.95,False,0.4819,1.0,0.858,0.966,4.64,synthetic
T66010,G264,2.9,False,0.3038,0.0,0.984,0.944,3.19,synthetic
T30287,G192,3.1,False,0.3981,0.0,0.81,0.803,3.77,synthetic
T29758,G976,2.49,True,0.2454,1.0,0.745,0.812,3.07,synthetic
T66511,G450,2.92,False,0.3598,0.0,0.93,0.955,3.55,synthetic
T37767,G434,4.49,False,0.7346,0.0,0.692,0.992,5.0,synthetic
T42550,G834,3.49,False,0.437,0.0,0.92,0.795,4.03,synthetic
T10538,G623,4.2,False,0.5325,0.0,0.868,0.915,4.66,synthetic
T60444,G580,4.51,False,0.8869,0.0,0.714,0.768,5.0,synthetic
T16000,G813,4.35,False,0.7049,0.0,0.787,0.873,5.0,synthetic
T36549,G623,3.04,False,0.356,0.0,0.724,0.951,3.5,synthetic
T98254,G817,4.56,False,0.7597,1.0,0.997,0.873,5.0,synthetic
T87847,G463,4.35,False,0.6813,0.0,0.86,0.733,5.0,synthetic
T77286,G351,2.83,False,0.2942,0.0,0.842,0.865,3.1,synthetic
T77286,G264,2.79,False,0.3028,0.0,0.878,0.875,3.16,synthetic
T58690,G774,3.56,False,0.4451,0.0,0.739,0.771,4.06,synthetic
T59375,G264,4.6,False,0.7069,1.0,0.862,0.915,5.0,synthetic
T25760,G463,2.82,False,0.3231,0.0,0.91,0.876,3.3,synthetic
T98389,G450,4.37,False,0.6938,0.0,0.733,0.93,5.0,synthetic
T67577,G619,1.77,True,0.1247,0.0,0.976,0.745,2.0,synthetic
T33183,G114,3.16,False,0.3373,0.0,0.964,0.942,3.41,synthetic
T49017,G982,2.74,False,0.2633,1.0,0.879,0.918,3.21,synthetic
T56805,G540,3.84,False,0.4748,0.0,0.949,0.947,4.3,synthetic
T50441,G540,3.06,False,0.3366,0.0,0.848,0.857,3.38,synthetic
T46208,G264,4.57,False,0.6316,1.0,0.89,0.947,5.0,synthetic
T41711,G192,2.88,False,0.3179,0.0,0.925,0.995,3.28,synthetic
T39977,G580,3.03,False,0.3251,0.0,0.82,0.862,3.3,synthetic
T76608,G120,3.97,False,0.4456,1.0,0.864,0.924,4.4,synthetic
T53007,G813,2.6,False,0.2688,0.0,0.948,0.963,2.96,synthetic
T38873,G100,3.84,False,0.4811,0.0,0.857,0.876,4.32,synthetic
T92323,G999,3.02,False,0.3394,0.0,0.78,0.979,3.4,synthetic
T61989,G463,3.13,False,0.3938,0.0,0.723,0.775,3.72,synthetic
T79533,G244,3.05,False,0.354,0.0,0.769,0.95,3.49,synthetic
T90024,G702,3.72,False,0.4027,1.0,0.702,0.895,4.09,synthetic
T44465,G244,4.27,False,0.5767,1.0,0.852,0.884,5.0,synthetic
T65572,G882,4.32,False,0.565,0.0,0.974,0.911,4.89,synthetic
T31821,G999,3.46,False,0.4246,0.0,0.937,0.916,3.97,synthetic
T97632,G882,2.55,False,0.2845,0.0,0.764,0.897,3.03,synthetic
T49017,G887,2.95,False,0.2761,1.0,0.981,0.977,3.32,synthetic
T50043,G540,4.53,False,0.6133,0.0,0.823,0.881,5.0,synthetic
T53054,G450,3.63,False,0.4593,0.0,0.912,0.845,4.18,synthetic
T29198,G602,3.78,False,0.4814,0.0,0.902,0.934,4.34,synthetic
T83731,G463,4.38,False,0.6614,0.0,0.969,0.979,5.0,synthetic
T15155,G244,3.44,False,0.4343,0.0,0.976,0.815,4.02,synthetic
T75294,G873,3.08,False,0.3524,0.0,0.963,0.824,3.49,synthetic
T23456,G603,3.12,False,0.3358,0.0,0.92,0.895,3.39,synthetic
T39626,G702,2.83,False,0.2864,0.0,0.839,0.915,3.06,synthetic
T70444,G882,2.99,False,0.3447,0.0,0.986,0.908,3.46,synthetic
T78788,G525,3.36,False,0.4186,0.0,0.728,0.871,3.9,synthetic
T39977,G457,2.33,True,0.1945,1.0,0.82,0.901,2.75,synthetic
T87564,G976,4.62,False,0.5977,0.0,0.76,0.828,5.0,synthetic
T80879,G320,3.3,False,0.3341,1.0,0.852,0.928,3.67,synthetic
T20348,G580,4.1,False,0.6669,0.0,0.868,0.76,5.0,synthetic
T68543,G602,2.04,True,0.1602,0.0,0.874,0.856,2.23,synthetic
T69054,G887,4.39,False,0.6443,0.0,0.898,0.909,5.0,synthetic
T78692,G887,4.03,False,0.5548,0.0,0.832,0.829,4.79,synthetic
T40493,G244,2.74,False,0.2345,1.0,0.754,0.872,3.0,synthetic
T98254,G100,4.62,False,0.5726,1.0,0.863,0.953,5.0,synthetic
T57400,G264,3.0,False,0.4024,0.0,0.966,0.861,3.82,synthetic
T60324,G540,3.1,False,0.3564,0.0,0.729,0.832,3.49,synthetic
T28242,G623,3.55,False,0.4587,0.0,0.922,0.941,4.19,synthetic
T20118,G457,3.47,False,0.4283,0.0,0.71,0.851,3.95,synthetic
T68540,G434,3.75,False,0.4256,1.0,0.721,0.916,4.25,synthetic
T26276,G724,3.76,False,0.4723,0.0,0.811,0.952,4.27,synthetic
T92840,G813,4.01,False,0.4721,1.0,0.781,0.963,4.56,synthetic
T72638,G831,3.29,False,0.3883,0.0,0.829,0.994,3.73,synthetic
T96266,G457,2.87,False,0.2637,1.0,0.978,0.97,3.24,synthetic
T78692,G266,3.66,False,0.4362,0.0,0.832,0.984,4.04,synthetic
T22838,G636,3.8,False,0.5232,0.0,0.942,0.835,4.6,synthetic
T22696,G813,1.98,True,0.169,0.0,0.996,0.816,2.3,synthetic
T11162,G457,4.13,False,0.8225,0.0,0.966,0.865,5.0,synthetic
T72616,G290,2.96,False,0.2643,1.0,0.949,0.91,3.23,synthetic
T22696,G629,1.92,True,0.1661,0.0,0.996,0.94,2.3,synthetic
T49252,G540,4.79,False,0.755,0.0,0.683,0.883,5.0,synthetic
T28526,G817,3.78,False,0.4046,1.0,0.777,0.901,4.11,synthetic
T18330,G525,2.18,True,0.1887,0.0,0.999,0.999,2.46,synthetic
T99417,G290,4.54,False,0.6383,0.0,0.854,0.915,5.0,synthetic
T57774,G887,3.65,False,0.4665,0.0,0.976,0.924,4.25,synthetic
T22696,G369,2.59,False,0.2867,0.0,0.864,0.869,3.06,synthetic
T58005,G540,4.43,False,0.6586,1.0,0.891,0.886,5.0,synthetic
T55069,G702,3.66,False,0.4434,0.0,0.773,0.959,4.07,synthetic
T12900,G450,3.61,False,0.4609,0.0,0.691,0.774,4.16,synthetic
T23476,G369,3.99,False,0.4606,0.0,0.883,0.98,4.2,synthetic
T79065,G623,2.96,False,0.3184,0.0,0.918,0.945,3.28,synthetic
T67670,G450,3.82,False,0.4852,1.0,0.803,0.995,4.65,synthetic
T34832,G515,3.87,False,0.4666,0.0,0.989,0.951,4.25,synthetic
T84545,G434,4.64,False,0.666,0.0,0.995,0.927,5.0,synthetic
T95460,G882,4.42,False,0.7266,0.0,0.793,0.986,5.0,synthetic
T30691,G702,4.51,False,0.5011,1.0,0.726,0.912,4.74,synthetic
T16000,G515,4.29,False,0.5448,0.0,0.927,0.887,4.74,synthetic
T41816,G629,4.33,False,0.5784,0.0,0.741,0.919,4.94,synthetic
T97632,G320,3.26,False,0.378,0.0,0.764,0.904,3.64,synthetic
T37259,G649,1.77,True,0.1396,0.0,0.876,0.829,2.1,synthetic
T93165,G450,4.53,False,0.5837,1.0,0.976,0.925,5.0,synthetic
T85963,G264,4.36,False,0.7772,0.0,0.966,0.911,5.0,synthetic
T29315,G834,2.32,True,0.2048,0.0,0.98,0.89,2.54,synthetic
T19564,G430,4.58,False,0.8174,1.0,0.933,0.981,5.0,synthetic
T40619,G702,4.32,False,0.5962,0.0,0.877,0.922,5.0,synthetic
T67577,G702,3.5,False,0.4306,0.0,0.696,0.97,3.98,synthetic
T29527,G331,3.2,False,0.3593,0.0,0.92,0.986,3.55,synthetic
T44465,G619,2.65,False,0.2413,0.0,0.868,0.824,2.76,synthetic
T80854,G515,3.18,False,0.3455,0.0,0.859,0.821,3.43,synthetic
T94211,G741,3.66,False,0.4004,0.0,0.848,0.994,3.81,synthetic
T65994,G450,4.54,False,0.6346,0.0,0.815,0.987,5.0,synthetic
T21239,G976,3.96,False,0.503,0.0,0.782,0.9,4.46,synthetic
T46087,G987,3.5,False,0.4652,0.0,0.776,0.931,4.21,synthetic
T71000,G522,3.78,False,0.4424,1.0,0.8,0.91,4.36,synthetic
T28116,G290,4.42,False,0.6256,0.0,0.811,0.975,5.0,synthetic
T59688,G603,3.51,False,0.4618,0.0,0.888,0.719,4.18,synthetic
T77286,G351,2.71,False,0.2863,0.0,0.878,0.878,3.06,synthetic
T44116,G351,4.46,False,0.5749,0.0,0.946,0.996,4.96,synthetic
T84545,G100,4.59,False,0.6598,0.0,0.865,0.911,5.0,synthetic
T29536,G813,3.53,False,0.3795,1.0,0.791,0.708,3.93,synthetic
T56805,G976,3.79,False,0.5144,0.0,0.949,0.809,4.54,synthetic
T44465,G463,2.63,False,0.2852,0.0,0.992,0.96,3.08,synthetic
T28116,G457,4.52,False,0.7303,0.0,0.811,0.915,5.0,synthetic
T29315,G522,2.2,True,0.1595,1.0,0.7,0.974,2.52,synthetic
T94030,G522,2.58,False,0.2714,0.0,0.813,0.963,2.96,synthetic
T69210,G351,4.47,False,0.6855,1.0,0.992,0.948,5.0,synthetic
T92665,G331,2.31,True,0.2563,0.0,0.747,0.89,2.85,synthetic
T10191,G457,4.3,False,0.5871,0.0,0.698,0.999,5.0,synthetic
T70444,G266,2.76,False,0.3175,0.0,0.846,0.799,3.25,synthetic
T23579,G266,4.43,False,0.6227,0.0,0.932,0.796,5.0,synthetic
T17094,G629,3.13,False,0.3339,0.0,0.831,0.893,3.36,synthetic
T75509,G320,3.84,False,0.4484,1.0,0.946,0.917,4.42,synthetic
T63545,G540,2.6,False,0.2525,0.0,0.736,0.997,2.83,synthetic
T76736,G457,3.61,False,0.4271,0.0,0.808,0.962,3.97,synthetic
T72068,G619,4.03,False,0.4721,1.0,0.861,0.975,4.57,synthetic
T84996,G817,4.01,False,0.5055,1.0,0.815,0.973,4.78,synthetic
T61115,G290,1.69,True,0.0929,0.0,0.849,0.832,1.79,synthetic
T24573,G430,4.49,False,0.6021,0.0,0.85,0.967,5.0,synthetic
T37259,G831,2.48,True,0.2746,0.0,0.736,0.923,2.97,synthetic
T76255,G873,3.92,False,0.4905,0.0,0.742,0.726,4.35,synthetic
T52432,G649,1.86,True,0.1186,0.0,0.958,0.985,1.99,synthetic
T90847,G603,3.79,False,0.4785,0.0,0.95,0.953,4.33,synthetic
T58473,G887,3.56,False,0.4393,0.0,0.904,0.983,4.07,synthetic
T61000,G882,4.28,False,0.6669,1.0,0.699,0.97,5.0,synthetic
T25814,G351,4.37,False,0.645,0.0,0.77,0.9,5.0,synthetic
T47512,G882,4.18,False,0.8622,0.0,0.948,0.899,5.0,synthetic
T69020,G320,4.03,False,0.9219,0.0,0.868,0.944,5.0,synthetic
T37767,G636,4.33,False,0.6891,0.0,0.692,0.961,5.0,synthetic
T18950,G120,4.38,False,0.5649,0.0,0.734,0.981,4.86,synthetic
T82235,G976,4.2,False,0.8343,0.0,0.872,0.856,5.0,synthetic
T91067,G834,4.4,False,0.8001,1.0,0.855,0.891,5.0,synthetic
