tourist_id,guide_id,rating,is_poor_experience,norm_dot_product,language_match,budget_alignment,pace_alignment,predicted_rating,rating_source
TSG90651,GSG983,4.67,False,0.6374,0.0,0.907,0.798,5.0,synthetic
TTH16000,GTH761,4.38,False,0.6704,0.0,0.927,0.922,5.0,synthetic
TTH66742,GTH508,3.98,False,0.4982,0.0,0.89,0.859,4.43,synthetic
TTH62461,GSG424,3.48,False,0.4111,0.0,0.861,0.929,3.87,synthetic
TSG58005,GSG286,4.41,False,0.6202,1.0,0.891,0.72,5.0,synthetic
TSG72068,GSG883,4.35,False,0.599,0.0,0.861,0.821,5.0,synthetic
TTH68947,GSG847,4.36,False,0.5546,0.0,0.82,0.933,4.8,synthetic
TTH87840,GTH330,3.46,False,0.3608,1.0,0.924,0.839,3.84,synthetic
TSG88636,GSG302,3.3,False,0.3809,0.0,0.867,0.994,3.68,synthetic
TSG97983,GSG929,3.29,False,0.4354,0.0,0.968,0.911,4.04,synthetic
TTH19071,GSG705,4.36,False,0.6586,0.0,0.865,0.729,5.0,synthetic
TSG72068,GTH513,3.83,False,0.4724,0.0,0.859,0.976,4.28,synthetic
TTH49967,GTH661,4.25,False,0.5653,0.0,0.708,0.801,4.84,synthetic
TTH10836,GTH335,3.78,False,0.4593,0.0,0.92,0.941,4.2,synthetic
TSG94913,GSG604,4.26,False,0.7349,0.0,0.706,0.959,5.0,synthetic
TTH96479,GTH249,3.74,False,0.431,1.0,0.972,0.788,4.3,synthetic
TTH24996,GSG883,4.17,False,0.7336,0.0,0.716,0.916,5.0,synthetic
TSG87000,GSG736,3.61,False,0.4688,0.0,0.852,0.878,4.24,synthetic
TTH16000,GSG978,4.15,False,0.5735,0.0,0.787,0.96,4.92,synthetic
TSG49017,GSG705,2.68,False,0.2486,1.0,0.879,0.834,3.11,synthetic
TSG38177,GSG530,4.06,False,0.5304,0.0,0.892,0.916,4.65,synthetic
TSG61989,GSG837,3.86,False,0.4388,1.0,0.723,0.849,4.32,synthetic
TSG66689,GTH188,2.91,False,0.3218,0.0,0.982,0.855,3.3,synthetic
TTH43913,GTH122,4.5,False,0.725,0.0,0.824,0.91,5.0,synthetic
TSG43039,GTH513,1.43,True,0.019,0.0,0.888,0.929,1.33,synthetic
TSG58690,GTH503,3.99,False,0.5431,0.0,0.879,0.788,4.71,synthetic
TTH63218,GTH428,3.94,False,0.4847,0.0,0.708,0.943,4.33,synthetic
TTH23970,GTH553,4.21,False,0.5107,0.0,0.95,0.79,4.51,synthetic
TSG52310,GTH810,3.62,False,0.4187,1.0,0.969,0.781,4.22,synthetic
TTH23970,GTH810,3.93,False,0.4583,0.0,0.91,0.693,4.15,synthetic
TSG27047,GTH188,3.43,False,0.4191,0.0,0.973,0.778,3.92,synthetic
TTH79417,GSG565,4.35,False,0.5654,0.0,0.924,0.977,4.89,synthetic
TSG17094,GTH122,3.45,False,0.4022,0.0,0.971,0.988,3.84,synthetic
TTH15943,GTH864,4.23,False,0.518,1.0,0.722,0.946,4.85,synthetic
TSG48155,GSG983,3.9,False,0.5024,0.0,0.996,0.779,4.46,synthetic
TTH24573,GTH720,4.26,False,0.6402,1.0,0.87,0.925,5.0,synthetic
TSG14190,GTH303,3.52,False,0.3761,1.0,0.718,0.863,3.92,synthetic
TTH63218,GTH400,4.23,False,0.4967,1.0,0.708,0.807,4.69,synthetic
TTH72701,GTH508,4.29,False,0.6803,0.0,0.821,0.941,5.0,synthetic
TTH75294,GTH553,3.5,False,0.4202,0.0,0.683,0.922,3.91,synthetic
TSG73602,GSG929,4.29,False,0.5196,1.0,0.992,0.913,4.89,synthetic
TSG58710,GTH268,3.85,False,0.4822,0.0,0.818,0.979,4.33,synthetic
TTH49967,GTH761,4.59,False,0.6767,0.0,0.848,0.926,5.0,synthetic
TTH59424,GTH113,4.52,False,0.6001,0.0,0.881,0.861,5.0,synthetic
TSG75987,GSG887,4.52,False,0.6895,1.0,0.829,0.97,5.0,synthetic
TSG57826,GSG881,4.42,False,0.57,1.0,0.962,0.96,5.0,synthetic
TSG27047,GSG584,3.21,False,0.4001,0.0,0.973,0.783,3.8,synthetic
TTH10538,GSG565,4.36,False,0.5546,0.0,0.992,0.865,4.81,synthetic
TSG91117,GSG882,4.45,False,0.7559,0.0,0.951,0.926,5.0,synthetic
TTH24884,GTH503,3.43,False,0.4271,0.0,0.906,0.739,3.96,synthetic
TTH21382,GTH553,4.42,False,0.5442,0.0,0.969,0.995,4.76,synthetic
TSG29315,GSG331,2.62,False,0.1994,1.0,0.7,0.918,2.77,synthetic
TTH75404,GTH996,4.54,False,0.6353,0.0,0.992,0.888,5.0,synthetic
TSG69338,GTH268,4.38,False,0.5633,0.0,0.811,0.888,4.85,synthetic
TSG44398,GTH188,4.5,False,0.5943,0.0,0.844,0.962,5.0,synthetic
TSG25570,GTH188,4.43,False,0.6995,0.0,0.826,0.949,5.0,synthetic
TSG33264,GSG838,4.41,False,0.7175,0.0,0.926,0.732,5.0,synthetic
TSG14190,GSG226,4.3,False,0.5176,1.0,0.858,0.929,4.86,synthetic
TTH82120,GSG847,4.49,False,0.5735,0.0,0.955,0.989,4.95,synthetic
TTH93816,GSG887,4.48,False,0.7287,1.0,0.884,0.948,5.0,synthetic
TSG66479,GTH268,4.52,False,0.5642,1.0,0.816,0.906,5.0,synthetic
TSG44541,GTH223,3.42,False,0.3986,0.0,0.956,0.983,3.81,synthetic
TSG34149,GTH223,4.23,False,0.6556,1.0,0.754,0.862,5.0,synthetic
TTH60324,GSG530,2.2,True,0.1674,0.0,0.869,0.911,2.29,synthetic
TTH92840,GSG978,3.53,False,0.4292,0.0,0.781,0.838,3.97,synthetic
TTH69600,GTH996,2.52,False,0.2356,0.0,0.978,0.798,2.73,synthetic
TSG23456,GTH344,4.22,False,0.5399,0.0,0.92,0.91,4.72,synthetic
TTH61629,GTH342,4.58,False,0.697,0.0,0.829,0.811,5.0,synthetic
TTH15155,GTH104,4.26,False,0.5508,0.0,0.744,0.947,4.77,synthetic
TTH94896,GSG837,4.01,False,0.5023,0.0,0.979,0.808,4.46,synthetic
TSG23476,GTH122,3.59,False,0.4599,0.0,0.883,0.814,4.18,synthetic
TSG80202,GTH884,4.44,False,0.7613,0.0,0.702,0.773,5.0,synthetic
TTH71000,GSG978,3.05,False,0.3317,0.0,0.8,0.87,3.34,synthetic
TTH62965,GTH335,3.07,False,0.3269,0.0,0.972,0.969,3.35,synthetic
TTH24884,GSG424,2.59,False,0.2693,0.0,0.906,0.728,2.93,synthetic
TSG27995,GSG302,4.32,False,0.5853,1.0,0.941,0.868,5.0,synthetic
TSG85963,GSG250,4.5,False,0.5947,0.0,0.894,0.948,5.0,synthetic
TTH80879,GSG887,3.26,False,0.3301,1.0,0.868,0.89,3.64,synthetic
TTH84341,GTH508,3.73,False,0.4667,0.0,0.844,0.89,4.23,synthetic
TTH56567,GSG221,3.3,False,0.3812,0.0,0.992,0.793,3.68,synthetic
TSG38873,GTH592,2.65,False,0.3162,0.0,0.857,0.775,3.23,synthetic
TTH92323,GSG837,3.3,False,0.3734,0.0,0.94,0.911,3.64,synthetic
TTH45382,GSG331,3.1,False,0.4002,0.0,0.996,0.963,3.82,synthetic
TSG11105,GSG286,4.22,False,0.5683,1.0,0.931,0.764,5.0,synthetic
TTH53054,GTH249,3.88,False,0.4247,1.0,0.808,0.902,4.25,synthetic
TSG28051,GTH455,3.06,False,0.39,0.0,0.838,0.911,3.73,synthetic
TSG94913,GSG604,4.37,False,0.7349,0.0,0.706,0.959,5.0,synthetic
TSG59508,GTH335,4.37,False,0.5228,0.0,0.81,0.94,4.59,synthetic
TSG92665,GTH912,3.41,False,0.3985,0.0,0.973,0.91,3.8,synthetic
TSG58442,GTH223,3.89,False,0.5074,0.0,0.72,0.827,4.47,synthetic
TSG17123,GTH335,4.02,False,0.4525,1.0,0.866,0.999,4.45,synthetic
TSG32589,GTH455,2.66,False,0.2762,0.0,0.976,0.892,3.01,synthetic
TSG17123,GSG887,4.24,False,0.5172,1.0,0.854,0.901,4.86,synthetic
TSG49017,GTH996,2.95,False,0.2738,1.0,0.841,0.972,3.28,synthetic
TTH60140,GSG736,4.46,False,0.6139,1.0,0.928,0.868,5.0,synthetic
TSG86706,GTH553,4.27,False,0.5892,0.0,0.693,0.949,5.0,synthetic
TSG52432,GTH455,3.35,False,0.4121,0.0,0.958,0.963,3.9,synthetic
TSG46493,GSG705,4.41,False,0.7395,1.0,0.731,0.895,5.0,synthetic
TSG65731,GSG372,4.16,False,0.5768,1.0,0.749,0.889,5.0,synthetic
TTH46087,GSG705,3.16,False,0.3557,0.0,0.776,0.812,3.49,synthetic
TSG59418,GTH455,4.4,False,0.7546,0.0,0.837,0.886,5.0,synthetic
TTH81449,GSG838,4.19,False,0.5397,0.0,0.957,0.892,4.72,synthetic
TSG60354,GSG345,3.37,False,0.3886,0.0,0.92,0.959,3.74,synthetic
TTH25814,GSG883,4.25,False,0.6461,0.0,0.77,0.978,5.0,synthetic
TSG63480,GSG837,4.23,False,0.5254,1.0,0.81,0.946,4.91,synthetic
TSG61989,GSG101,3.67,False,0.4207,0.0,0.997,0.993,3.96,synthetic
TSG27995,GSG887,4.17,False,0.5187,1.0,0.779,0.985,4.87,synthetic
TSG95460,GTH303,4.35,False,0.6331,0.0,0.927,0.952,5.0,synthetic
TSG22696,GTH344,1.76,True,0.134,0.0,0.996,0.844,2.08,synthetic
TSG73602,GTH188,4.21,False,0.5452,0.0,0.868,0.867,4.74,synthetic
TSG68209,GSG736,3.87,False,0.4652,1.0,0.856,0.889,4.52,synthetic
TTH67577,GTH223,3.54,False,0.449,0.0,0.976,0.96,4.14,synthetic
TTH19564,GTH810,4.46,False,0.6286,1.0,0.927,0.907,5.0,synthetic
TTH85832,GSG887,4.39,False,0.6768,0.0,0.712,0.895,5.0,synthetic
TSG29315,GSG705,2.37,True,0.2279,0.0,0.7,0.893,2.66,synthetic
TTH14392,GTH342,4.19,False,0.5461,0.0,0.914,0.913,4.76,synthetic
TTH68543,GTH720,2.22,True,0.193,0.0,0.734,0.968,2.44,synthetic
TTH22203,GTH428,3.43,False,0.369,1.0,0.997,0.979,3.92,synthetic
TSG65381,GSG530,4.09,False,0.5986,0.0,0.91,0.8,5.0,synthetic
TSG96303,GTH563,4.17,False,0.6099,0.0,0.73,0.982,5.0,synthetic
TSG60870,GTH344,4.27,False,0.6566,0.0,0.999,0.984,5.0,synthetic
TTH40828,GTH455,4.13,False,0.4986,1.0,0.937,0.986,4.76,synthetic
TTH98254,GSG286,4.14,False,0.6602,1.0,0.723,0.826,5.0,synthetic
TSG36549,GSG604,3.36,False,0.3751,0.0,0.724,0.903,3.62,synthetic
TTH23970,GTH428,3.7,False,0.4648,0.0,0.95,0.809,4.22,synthetic
TSG59105,GTH113,3.41,False,0.4531,0.0,0.706,0.976,4.13,synthetic
TSG58690,GSG604,3.67,False,0.4639,0.0,0.739,0.903,4.2,synthetic
TTH82105,GTH223,3.26,False,0.3786,0.0,0.843,0.968,3.66,synthetic
TTH87847,GSG221,4.42,False,0.6997,1.0,0.86,0.723,5.0,synthetic
TSG72068,GSG221,3.46,False,0.3821,0.0,0.859,0.974,3.69,synthetic
TSG59310,GTH553,4.11,False,0.4869,1.0,0.729,0.791,4.63,synthetic
TTH82305,GSG604,3.76,False,0.4272,0.0,0.848,0.983,3.98,synthetic
TTH77286,GTH342,1.89,True,0.1662,0.0,0.982,0.824,2.28,synthetic
TTH19123,GSG302,3.88,False,0.5037,0.0,0.748,0.99,4.47,synthetic
TSG35892,GSG250,4.24,False,0.5534,1.0,0.975,0.968,5.0,synthetic
TSG22838,GSG286,4.56,False,0.7389,0.0,0.778,0.754,5.0,synthetic
TTH60324,GSG584,3.0,False,0.3442,0.0,0.869,0.757,3.42,synthetic
TTH35272,GTH104,4.7,False,0.7265,0.0,0.848,0.989,5.0,synthetic
TSG32458,GSG331,4.02,False,0.4791,1.0,0.883,0.952,4.62,synthetic
TSG17864,GSG345,4.15,False,0.532,1.0,0.86,0.953,4.96,synthetic
TSG41816,GSG345,4.18,False,0.689,1.0,0.881,0.841,5.0,synthetic
TTH73654,GSG837,4.42,False,0.8142,1.0,0.778,0.926,5.0,synthetic
TSG84545,GSG101,4.08,False,0.5323,0.0,0.995,0.96,4.68,synthetic
TSG42264,GSG584,4.39,False,0.6319,0.0,0.849,0.811,5.0,synthetic
TTH80305,GSG847,3.66,False,0.4296,0.0,0.889,0.903,3.99,synthetic
TTH12050,GTH344,3.45,False,0.3807,0.0,0.819,0.826,3.66,synthetic
TSG84209,GSG345,3.84,False,0.454,1.0,0.836,0.989,4.45,synthetic
TSG33264,GSG101,4.44,False,0.7329,0.0,0.786,0.803,5.0,synthetic
TSG84391,GTH503,4.74,False,0.6276,0.0,0.871,0.841,5.0,synthetic
TSG18566,GSG101,4.47,False,0.5915,0.0,0.836,0.869,5.0,synthetic
TTH23970,GTH553,3.98,False,0.5107,0.0,0.95,0.79,4.51,synthetic
TSG58690,GTH761,3.78,False,0.4934,0.0,0.879,0.826,4.4,synthetic
TSG49017,GTH104,2.86,False,0.2613,1.0,0.841,0.874,3.19,synthetic
TTH68540,GSG331,4.46,False,0.5826,1.0,0.721,0.908,5.0,synthetic
TTH66010,GSG250,3.15,False,0.2958,1.0,0.844,0.916,3.42,synthetic
TSG92665,GTH104,3.33,False,0.3979,0.0,0.747,0.859,3.76,synthetic
TTH92323,GSG345,3.63,False,0.4794,0.0,0.92,0.913,4.32,synthetic
TSG80452,GSG302,4.44,False,0.6256,1.0,0.703,0.772,5.0,synthetic
TTH98254,GSG250,4.31,False,0.5423,1.0,0.863,0.855,5.0,synthetic
TSG27008,GTH720,3.35,False,0.4265,0.0,0.829,0.851,3.96,synthetic
TSG45884,GSG983,4.35,False,0.6936,0.0,0.867,0.976,5.0,synthetic
TSG79459,GTH592,3.21,False,0.4012,1.0,0.868,0.821,4.09,synthetic
TSG61727,GSG221,4.05,False,0.5616,0.0,0.89,0.815,4.84,synthetic
TSG89281,GTH113,3.76,False,0.4815,0.0,0.741,0.787,4.3,synthetic
TTH55069,GSG978,3.0,False,0.316,0.0,0.773,0.862,3.23,synthetic
TTH27750,GTH553,4.44,False,0.7353,0.0,0.745,0.879,5.0,synthetic
TSG49470,GTH720,3.91,False,0.4997,0.0,0.978,0.99,4.47,synthetic
TTH35272,GTH249,4.27,False,0.6669,0.0,0.872,0.994,5.0,synthetic
TSG52432,GSG645,4.36,False,0.5164,1.0,0.958,0.986,4.88,synthetic
TTH59424,GTH330,4.16,False,0.5762,0.0,0.881,0.809,4.93,synthetic
TSG76787,GSG226,4.41,False,0.6121,0.0,0.822,0.867,5.0,synthetic
TSG88636,GTH303,2.11,True,0.1957,0.0,0.853,0.859,2.46,synthetic
TTH72701,GSG882,4.5,False,0.7076,0.0,0.821,0.974,5.0,synthetic
TSG89084,GSG530,2.15,True,0.1802,0.0,0.832,0.918,2.37,synthetic
TSG27008,GSG645,4.09,False,0.5208,1.0,0.969,0.809,4.88,synthetic
TSG67670,GTH330,3.93,False,0.4582,1.0,0.803,0.999,4.48,synthetic
TSG35381,GSG101,3.32,False,0.3921,0.0,0.908,0.775,3.73,synthetic
TSG56461,GSG372,3.93,False,0.4842,1.0,0.814,0.877,4.63,synthetic
TTH58026,GTH661,4.22,False,0.646,0.0,0.976,0.797,5.0,synthetic
TSG84545,GTH342,4.35,False,0.6473,0.0,0.865,0.817,5.0,synthetic
TSG85963,GTH335,4.12,False,0.7988,0.0,0.754,0.847,5.0,synthetic
TTH14392,GTH344,3.97,False,0.5243,0.0,0.774,0.894,4.59,synthetic
TSG69516,GTH268,4.39,False,0.667,0.0,0.758,0.89,5.0,synthetic
TTH37767,GSG226,4.34,False,0.7148,0.0,0.832,0.935,5.0,synthetic
TTH87847,GSG101,4.5,False,0.8132,0.0,0.86,0.951,5.0,synthetic
TTH35652,GSG530,2.87,False,0.2694,1.0,0.904,0.846,3.25,synthetic
TSG91067,GTH122,4.18,False,0.8169,0.0,0.995,0.964,5.0,synthetic
TSG26976,GSG424,3.22,False,0.3169,1.0,0.919,0.8,3.55,synthetic
TSG56269,GSG838,4.43,False,0.5744,0.0,0.924,0.771,4.92,synthetic
TSG52310,GTH303,3.05,False,0.3054,1.0,0.829,0.966,3.48,synthetic
TSG83641,GSG345,4.52,False,0.6818,1.0,0.973,0.866,5.0,synthetic
TTH56884,GSG565,3.63,False,0.4288,0.0,0.875,0.925,3.99,synthetic
TTH69020,GTH592,4.43,False,0.6351,0.0,0.992,0.796,5.0,synthetic
TSG29315,GTH810,3.28,False,0.356,0.0,0.84,0.882,3.51,synthetic
TSG69516,GSG250,4.39,False,0.6215,0.0,0.898,0.739,5.0,synthetic
TSG23377,GTH455,3.16,False,0.3931,0.0,0.972,0.874,3.76,synthetic
TTH18330,GTH104,2.1,True,0.1731,0.0,0.721,0.876,2.3,synthetic
TTH66010,GTH455,2.62,False,0.2646,0.0,0.844,0.946,2.92,synthetic
TSG70444,GSG584,3.25,False,0.3463,0.0,0.846,0.848,3.44,synthetic
TSG68538,GSG983,3.9,False,0.4974,0.0,0.934,0.856,4.43,synthetic
TSG30691,GSG929,4.47,False,0.5635,0.0,0.994,0.918,4.88,synthetic
TTH44465,GSG837,4.53,False,0.5913,0.0,0.868,0.907,5.0,synthetic
TTH29198,GTH303,4.26,False,0.6371,1.0,0.762,0.985,5.0,synthetic
TTH16000,GSG919,3.95,False,0.5136,0.0,0.933,0.894,4.54,synthetic
TTH90847,GTH330,3.53,False,0.477,0.0,0.95,0.796,4.29,synthetic
TTH59424,GTH761,4.49,False,0.6119,0.0,0.979,0.992,5.0,synthetic
TSG59688,GTH223,3.63,False,0.4618,0.0,0.832,0.795,4.18,synthetic
TSG88943,GTH508,2.95,False,0.3286,0.0,0.846,0.781,3.32,synthetic
TTH98254,GTH503,4.22,False,0.7344,1.0,0.863,0.868,5.0,synthetic
TTH20118,GSG847,3.44,False,0.4193,0.0,0.85,0.965,3.93,synthetic
TTH19539,GSG565,3.15,False,0.3543,0.0,0.963,0.877,3.51,synthetic
TTH20336,GTH720,4.39,False,0.6461,1.0,0.782,0.991,5.0,synthetic
TTH41711,GSG372,3.39,False,0.4047,0.0,0.795,0.95,3.82,synthetic
TTH34632,GTH122,4.55,False,0.6657,1.0,0.875,0.992,5.0,synthetic
TSG88943,GSG604,3.7,False,0.462,0.0,0.706,0.854,4.17,synthetic
TTH18330,GSG919,2.13,True,0.1917,0.0,0.721,0.862,2.42,synthetic
TSG90651,GTH455,4.26,False,0.6955,0.0,0.907,0.919,5.0,synthetic
TSG54378,GSG735,3.83,False,0.4783,0.0,0.813,0.76,4.28,synthetic
TSG17864,GSG705,4.47,False,0.6216,1.0,1.0,0.707,5.0,synthetic
TSG79459,GSG424,4.3,False,0.6509,0.0,0.868,0.827,5.0,synthetic
TSG44544,GTH268,4.29,False,0.7763,0.0,0.686,0.963,5.0,synthetic
TSG88943,GTH996,3.35,False,0.3985,0.0,0.706,0.915,3.77,synthetic
TTH35115,GTH104,2.8,False,0.3215,0.0,0.718,0.753,3.25,synthetic
TSG91965,GTH122,4.2,False,0.76,0.0,0.905,0.97,5.0,synthetic
TTH92478,GSG838,4.52,False,0.77,1.0,0.919,0.762,5.0,synthetic
TTH92511,GSG331,4.32,False,0.5744,0.0,0.964,0.912,4.95,synthetic
TSG29129,GSG929,4.47,False,0.5689,1.0,0.745,0.972,5.0,synthetic
TTH58026,GTH553,4.24,False,0.5909,0.0,0.696,0.797,5.0,synthetic
TSG17864,GSG565,4.35,False,0.5687,1.0,0.86,0.915,5.0,synthetic
TTH59424,GSG372,4.15,False,0.5223,0.0,0.881,0.838,4.59,synthetic
TSG25127,GSG226,3.15,False,0.3671,0.0,0.911,0.954,3.6,synthetic
TSG68833,GTH884,4.51,False,0.5884,0.0,0.831,0.86,5.0,synthetic
TTH28837,GSG372,4.07,False,0.5403,0.0,0.699,0.907,4.69,synthetic
TTH93816,GTH513,4.35,False,0.5688,1.0,0.884,0.884,5.0,synthetic
TTH66511,GSG883,3.09,False,0.3405,0.0,0.93,0.958,3.43,synthetic
TSG78692,GTH113,4.53,False,0.6483,0.0,0.692,0.939,5.0,synthetic
TSG73945,GSG250,3.29,False,0.3767,0.0,0.882,0.721,3.62,synthetic
TSG33183,GTH330,2.8,False,0.2788,0.0,0.684,0.92,2.99,synthetic
TSG61727,GTH503,4.47,False,0.7232,0.0,0.97,0.921,5.0,synthetic
TTH21382,GSG372,4.13,False,0.5014,0.0,0.689,0.966,4.44,synthetic
TTH15224,GTH249,4.29,False,0.7297,0.0,0.989,0.882,5.0,synthetic
TTH71000,GTH455,3.43,False,0.436,0.0,0.94,0.901,4.04,synthetic
TSG48523,GTH113,2.56,False,0.2164,1.0,0.736,0.904,2.89,synthetic
TTH56884,GSG331,4.15,False,0.5733,0.0,0.735,0.905,4.91,synthetic
TSG68209,GSG883,4.29,False,0.6018,1.0,0.716,0.815,5.0,synthetic
TSG97983,GTH428,3.95,False,0.5185,0.0,0.968,0.927,4.59,synthetic
TSG22424,GSG645,4.26,False,0.5548,0.0,0.85,0.874,4.8,synthetic
TTH83731,GTH223,4.31,False,0.7536,0.0,0.829,0.979,5.0,synthetic
TTH63011,GSG250,4.39,False,0.7394,0.0,0.94,0.923,5.0,synthetic
TTH47512,GTH661,4.36,False,0.6721,0.0,0.772,0.925,5.0,synthetic
TSG96303,GSG645,4.4,False,0.6164,1.0,0.87,0.926,5.0,synthetic
TSG58005,GSG705,4.38,False,0.6691,1.0,0.829,0.988,5.0,synthetic
TSG23476,GSG530,4.0,False,0.5034,0.0,0.883,0.947,4.48,synthetic
TTH75404,GTH330,4.66,False,0.7859,0.0,0.712,0.945,5.0,synthetic
TTH58026,GSG302,4.48,False,0.6074,0.0,0.696,0.75,5.0,synthetic
TTH34832,GSG838,4.6,False,0.8118,0.0,0.989,0.784,5.0,synthetic
TSG98917,GTH720,3.58,False,0.4677,0.0,0.773,0.927,4.23,synthetic
TSG36549,GSG887,3.06,False,0.3635,0.0,0.996,0.881,3.57,synthetic
TSG11105,GTH553,3.63,False,0.3917,1.0,0.931,0.97,4.06,synthetic
TTH80305,GTH268,3.27,False,0.323,1.0,0.749,0.878,3.58,synthetic
TTH61115,GTH720,2.05,True,0.2188,0.0,0.871,0.892,2.62,synthetic
TTH82235,GSG887,4.4,False,0.6788,0.0,0.848,0.976,5.0,synthetic
TTH40735,GSG705,3.44,False,0.4393,0.0,0.783,0.841,4.03,synthetic
TSG79065,GSG838,4.58,False,0.5844,0.0,0.942,0.758,4.99,synthetic
TTH46583,GTH719,4.34,False,0.7323,0.0,0.835,0.794,5.0,synthetic
TSG84391,GSG883,4.3,False,0.6048,0.0,0.731,0.9,5.0,synthetic
TTH30287,GSG604,4.31,False,0.5846,0.0,0.81,0.936,4.99,synthetic
TTH19123,GTH553,3.69,False,0.4505,0.0,0.748,0.942,4.11,synthetic
TTH63218,GSG604,2.83,False,0.3552,0.0,0.708,0.913,3.49,synthetic
TSG40059,GTH330,2.46,True,0.2468,0.0,0.73,0.898,2.78,synthetic
TTH34632,GTH113,4.29,False,0.6125,0.0,0.985,0.985,5.0,synthetic
TTH29198,GTH592,4.29,False,0.6048,0.0,0.902,0.922,5.0,synthetic
TTH34241,GTH303,4.28,False,0.6905,0.0,0.787,0.92,5.0,synthetic
TTH70443,GTH268,4.34,False,0.6577,0.0,0.988,0.898,5.0,synthetic
TTH80305,GSG604,3.2,False,0.4028,0.0,0.971,0.9,3.83,synthetic
TTH20348,GTH188,4.45,False,0.6596,0.0,0.992,0.974,5.0,synthetic
TSG44953,GSG883,4.49,False,0.7199,1.0,0.856,0.933,5.0,synthetic
